-0.0000002106 0.0000001601 0.0000001114 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0058524627 -0.0046403014 -0.0072843165 5.1556480419 5.1556492385 5.1556486333 0.1025056812 0.1100775824 0.1101950596 0.0000000000 0.0000000000 9.1070142384 0.0076154355 0.0076154355 0.0076154355 0.0004909541 0.0005149879 0.0005153397   26
-0.0000000153 0.0000001811 0.0000001261 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0027844949 -0.0091662208 -0.0076894156 5.5592658299 5.5592672227 5.5592665183 0.0979564518 0.1055657875 0.1056842470 0.0000000000 0.0000000000 9.0836236697 0.0076154355 0.0076154355 0.0076154355 0.0004376920 0.0004606929 0.0004610308   27
0.0000000734 -0.0000002208 -0.0000001554 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0201748047 -0.0139969188 -0.0021940471 5.9781144545 5.9781160666 5.9781152512 0.0936473619 0.1012802654 0.1013994859 0.0000000000 0.0000000000 9.0612690164 0.0076154355 0.0076154355 0.0076154355 0.0003912931 0.0004132873 0.0004136116   28
0.0000002005 -0.0000001685 -0.0000001187 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0153373377 -0.0180418582 -0.0040623334 6.4121939127 6.4121957691 6.4121948301 0.0895667538 0.0972107282 0.0973305054 0.0000000000 0.0000000000 9.0394543431 0.0076154355 0.0076154355 0.0076154355 0.0003507407 0.0003717587 0.0003720697   29
0.0000000004 -0.0000000728 -0.0000000516 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0131353621 -0.0092005226 -0.0129061066 6.8615042019 6.8615063293 6.8615052532 0.0857026645 0.0933464620 0.0934666140 0.0000000000 0.0000000000 9.0177924708 0.0076154355 0.0076154355 0.0076154355 0.0003151861 0.0003352609 0.0003355590   30
-0.0000002061 -0.0000000656 -0.0000000466 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0127398051 -0.0028263683 -0.0140254152 7.3260453194 7.3260477463 7.3260465189 0.0820431631 0.0896766746 0.0897970382 0.0000000000 0.0000000000 8.9959840068 0.0076154355 0.0076154355 0.0076154355 0.0002839182 0.0003030846 0.0003033703   31
0.0000000010 0.0000000889 0.0000000616 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0078511797 -0.0088627847 -0.0176640367 7.8058172623 7.8058200193 7.8058186248 0.0785765883 0.0861907307 0.0863111547 0.0000000000 0.0000000000 8.9738004126 0.0076154355 0.0076154355 0.0076154355 0.0002563396 0.0002746333 0.0002749069   32
0.0000001632 0.0000000998 0.0000000692 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0043565666 -0.0134167565 -0.0145676332 8.3008200274 8.3008231472 8.3008215692 0.0752916832 0.0828782970 0.0829986446 0.0000000000 0.0000000000 8.9510702903 0.0076154355 0.0076154355 0.0076154355 0.0002319465 0.0002494033 0.0002496654   33
0.0000001661 0.0000003671 0.0000002565 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0034268211 -0.0114890905 -0.0151341721 8.8110536115 8.8110571289 8.8110553496 0.0721776841 0.0797294479 0.0798495925 0.0000000000 0.0000000000 8.9276682454 0.0076154355 0.0076154355 0.0076154355 0.0002103127 0.0002269683 0.0002272193   34
0.0000001462 0.0000004635 0.0000003241 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0074656354 -0.0120883153 -0.0103626938 9.3365180112 9.3365219634 9.3365199640 0.0692243682 0.0767347171 0.0768545455 0.0000000000 0.0000000000 8.9035058294 0.0076154355 0.0076154355 0.0076154355 0.0001910765 0.0002069659 0.0002072062   35
-0.0000001166 0.0000006791 0.0000004749 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0110264847 -0.0084144585 -0.0087728643 9.8772132235 9.8772176495 9.8772154102 0.0664220880 0.0738851365 0.0740045439 0.0000000000 0.0000000000 8.8785241634 0.0076154355 0.0076154355 0.0076154355 0.0001739298 0.0001890873 0.0001893174   36
-0.0000002065 0.0000007178 0.0000005021 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0107267315 -0.0051302192 -0.0021674739 10.4331392450 10.4331441863 10.4331416860 0.0637617614 0.0711722381 0.0712911319 0.0000000000 0.0000000000 8.8526879284 0.0076154355 0.0076154355 0.0076154355 0.0001586095 0.0001730683 0.0001732886   37
-0.0000002661 0.0000009522 0.0000006660 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0120754105 -0.0080001426 -0.0007048573 11.0042960723 11.0043015726 11.0042987890 0.0612348744 0.0685880611 0.0687063552 0.0000000000 0.0000000000 8.8259804690 0.0076154355 0.0076154355 0.0076154355 0.0001448900 0.0001586823 0.0001588932   38
-0.0000001058 0.0000009244 0.0000006466 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0101981905 -0.0106487268 0.0016724455 11.5906837014 11.5906898070 11.5906867167 0.0588334528 0.0661251298 0.0662427482 0.0000000000 0.0000000000 8.7983998067 0.0076154355 0.0076154355 0.0076154355 0.0001325772 0.0001457341 0.0001459360   39
-0.0000001741 0.0000006749 0.0000004718 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0053527169 -0.0094000084 0.0011642980 12.1923021286 12.1923088883 12.1923054666 0.0565500414 0.0637764417 0.0638933162 0.0000000000 0.0000000000 8.7699553972 0.0076154355 0.0076154355 0.0076154355 0.0001215041 0.0001340552 0.0001342486   40
-0.0000003036 0.0000005056 0.0000003531 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0026239990 -0.0070632397 0.0003699896 12.8091513504 12.8091588153 12.8091550364 0.0543776748 0.0615354436 0.0616515135 0.0000000000 0.0000000000 8.7406654964 0.0076154355 0.0076154355 0.0076154355 0.0001115258 0.0001234999 0.0001236851   41
-0.0000004067 0.0000005599 0.0000003910 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0043095808 -0.0071584719 0.0015602869 13.4412313626 13.4412395863 13.4412354235 0.0523098529 0.0593960090 0.0595112193 0.0000000000 0.0000000000 8.7105550267 0.0076154355 0.0076154355 0.0076154355 0.0001025170 0.0001139414 0.0001141188   42
-0.0000004998 0.0000003741 0.0000002610 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0001144917 -0.0040515185 0.0013689056 14.0885421616 14.0885512004 14.0885466254 0.0503405108 0.0573524127 0.0574667130 0.0000000000 0.0000000000 8.6796538515 0.0076154355 0.0076154355 0.0076154355 0.0000943686 0.0001052695 0.0001054394   43
-0.0000003793 0.0000005839 0.0000004081 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0057480535 -0.0038733771 0.0028660958 14.7510837430 14.7510936560 14.7510886391 0.0484639861 0.0553993032 0.0555126488 0.0000000000 0.0000000000 8.6479953863 0.0076154355 0.0076154355 0.0076154355 0.0000869854 0.0000973878 0.0000975506   44
-0.0000003790 0.0000005661 0.0000003955 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0062958216 -0.0047475195 0.0031864743 15.4288561029 15.4288669522 15.4288614618 0.0466749970 0.0535316822 0.0536440316 0.0000000000 0.0000000000 8.6156154835 0.0076154355 0.0076154355 0.0076154355 0.0000802842 0.0000902121 0.0000903680   45
-0.0000004844 0.0000005022 0.0000003507 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0043701148 -0.0028908133 0.0005737809 16.1218592367 16.1218710873 16.1218650904 0.0449686097 0.0517448762 0.0518561931 0.0000000000 0.0000000000 8.5825515427 0.0076154355 0.0076154355 0.0076154355 0.0000741922 0.0000836683 0.0000838176   46
-0.0000005115 0.0000007173 0.0000005012 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0075463504 -0.0034112557 -0.0018619064 16.8300931403 16.8301060597 16.8300995225 0.0433402154 0.0500345161 0.0501447694 0.0000000000 0.0000000000 8.5488418048 0.0076154355 0.0076154355 0.0076154355 0.0000686454 0.0000776913 0.0000778344   47
-0.0000005057 0.0000006370 0.0000004449 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0047845644 -0.0037396766 -0.0002246360 17.5535578097 17.5535718684 17.5535647551 0.0417855103 0.0483965178 0.0485056792 0.0000000000 0.0000000000 8.5145247957 0.0076154355 0.0076154355 0.0076154355 0.0000635873 0.0000722238 0.0000723609   48
-0.0000006338 0.0000007643 0.0000005339 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0059055020 -0.0030124143 0.0042074179 18.2922532406 18.2922685117 18.2922607855 0.0403004714 0.0468270615 0.0469351041 0.0000000000 0.0000000000 8.4796388923 0.0076154355 0.0076154355 0.0076154355 0.0000589683 0.0000672150 0.0000673463   49
-0.0000006648 0.0000008854 0.0000006190 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0082144686 -0.0000765254 0.0002294818 19.0461794281 19.0461959883 19.0461876103 0.0388813341 0.0453225706 0.0454294695 0.0000000000 0.0000000000 8.4442219882 0.0076154355 0.0076154355 0.0076154355 0.0000547443 0.0000626199 0.0000627458   50
-0.0000005789 0.0000008162 0.0000005706 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0065161210 -0.0004357563 -0.0016719737 19.8153363671 19.8153542963 19.8153452261 0.0375245709 0.0438796905 0.0439854272 0.0000000000 0.0000000000 8.4083112387 0.0076154355 0.0076154355 0.0076154355 0.0000508763 0.0000583987 0.0000585194   51
-0.0000004412 0.0000008265 0.0000005775 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0074636643 -0.0035952835 0.0004375177 20.5997240533 20.5997434343 20.5997336301 0.0362268822 0.0424952813 0.0425998390 0.0000000000 0.0000000000 8.3719428715 0.0076154355 0.0076154355 0.0076154355 0.0000473298 0.0000545159 0.0000546315   52
-0.0000006505 0.0000006125 0.0000004277 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0055714399 -0.0003612570 -0.0017092939 21.3993424818 21.3993634008 21.3993528189 0.0349851759 0.0411663989 0.0412697614 0.0000000000 0.0000000000 8.3351520496 0.0076154355 0.0076154355 0.0076154355 0.0000440740 0.0000509398 0.0000510507   53
-0.0000006719 0.0000003982 0.0000002777 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0019713591 0.0009615946 0.0007674828 22.2141916469 22.2142141937 22.2142027888 0.0337965466 0.0398902771 0.0399924319 0.0000000000 0.0000000000 8.2979727753 0.0076154355 0.0076154355 0.0076154355 0.0000410814 0.0000476423 0.0000477486   54
-0.0000006780 0.0000006753 0.0000004717 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0056369153 0.0007574716 0.0034122453 23.0442715438 23.0442958116 23.0442835365 0.0326582727 0.0386643209 0.0387652561 0.0000000000 0.0000000000 8.2604378283 0.0076154355 0.0076154355 0.0076154355 0.0000383274 0.0000445980 0.0000447000   55
-0.0000006194 0.0000007800 0.0000005447 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0069053099 -0.0008481627 0.0037544863 23.8895821671 23.8896082529 23.8895950583 0.0315677955 0.0374860899 0.0375857952 0.0000000000 0.0000000000 8.2225787294 0.0076154355 0.0076154355 0.0076154355 0.0000357903 0.0000417844 0.0000418822   56
-0.0000006778 0.0000007416 0.0000005181 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0055881270 0.0011882479 0.0052791574 24.7501235110 24.7501515150 24.7501373507 0.0305227097 0.0363532875 0.0364517557 0.0000000000 0.0000000000 8.1844257248 0.0076154355 0.0076154355 0.0076154355 0.0000334503 0.0000391812 0.0000392750   57
-0.0000006664 0.0000005696 0.0000003977 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0034962978 0.0017666325 0.0068079372 25.6258955699 25.6259255965 25.6259104099 0.0295207527 0.0352637535 0.0353609785 0.0000000000 0.0000000000 8.1460077872 0.0076154355 0.0076154355 0.0076154355 0.0000312899 0.0000367699 0.0000368599   58
-0.0000005371 0.0000005650 0.0000003944 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0033010543 0.0009896766 0.0078709447 26.5168983391 26.5169304958 26.5169142325 0.0285597962 0.0342154529 0.0343114302 0.0000000000 0.0000000000 8.1073526284 0.0076154355 0.0076154355 0.0076154355 0.0000292932 0.0000345343 0.0000346207   59
-0.0000005574 0.0000002987 0.0000002076 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0002451285 0.0000543218 0.0062495246 27.4231318125 27.4231662110 27.4231488143 0.0276378351 0.0332064671 0.0333011939 0.0000000000 0.0000000000 8.0684867213 0.0076154355 0.0076154355 0.0076154355 0.0000274460 0.0000324594 0.0000325423   60
-0.0000002252 0.0000001197 0.0000000822 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0014411948 -0.0023432497 0.0052603985 28.3445959843 28.3446327405 28.3446141512 0.0267529789 0.0322349857 0.0323284615 0.0000000000 0.0000000000 8.0294353290 0.0076154355 0.0076154355 0.0076154355 0.0000257353 0.0000305319 0.0000306115   61
-0.0000002134 0.0000001963 0.0000001361 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0004712063 -0.0014750779 0.0047501891 29.2812908497 29.2813300825 29.2813102402 0.0259034463 0.0312993008 0.0313915263 0.0000000000 0.0000000000 7.9902225386 0.0076154355 0.0076154355 0.0076154355 0.0000241497 0.0000287397 0.0000288160   62
-0.0000001662 0.0000000791 0.0000000541 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0012098454 -0.0015408424 0.0056628553 30.2332164023 30.2332582344 30.2332370774 0.0250875553 0.0303977994 0.0304887760 0.0000000000 0.0000000000 7.9508712988 0.0076154355 0.0076154355 0.0076154355 0.0000226786 0.0000270716 0.0000271449   63
-0.0000002008 0.0000002018 0.0000001399 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0001319192 -0.0017894716 0.0053552515 31.2003726364 31.2004171945 31.2003946590 0.0243037191 0.0295289568 0.0296186866 0.0000000000 0.0000000000 7.9114034588 0.0076154355 0.0076154355 0.0076154355 0.0000213125 0.0000255178 0.0000255882   64
-0.0000000430 0.0000001445 0.0000000997 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0005965124 -0.0030055129 0.0044370959 32.1827595454 32.1828069605 32.1827829806 0.0235504375 0.0286913303 0.0287798167 0.0000000000 0.0000000000 7.8718398094 0.0076154355 0.0076154355 0.0076154355 0.0000200428 0.0000240692 0.0000241368   65
