-0.0092428185400221 0.0141864771814430 359.9931398088761500 0.0019874262193112 30.0187884324875680 -0.0048069466611726 0.6109360636359147  1.8849555856364935 399.9587493257128600
-0.0076366731908137 0.0143257121280220 359.9910135149976900 0.0021013398812530 30.0079488933511950 -0.0046820299554303 0.6109407770049968  1.8849555848093735 399.9546426688886000
-0.0077162493027567 0.0163459023051324 359.9928456136735200 0.0025032748051635 29.9808361558062480 -0.0048635601261032 0.6109454764468888  1.8849555841230377 399.9506664148507900
-0.0093541072795027 0.0130102887459507 359.9912832618918500 0.0023865655995158 29.9924506937390230 -0.0051295361243425 0.6109502028752820  1.8849555833479454 399.9459505420706500
-0.0092409249662912 0.0119067978360296 359.9922668336813000 0.0021618765840565 30.0120015101496910 -0.0053848199436320 0.6109549376905213  1.8849555826582987 399.9412136930212100
-0.0099148196157318 0.0104323803512908 359.9907720311173300 0.0016076341875044 30.0140879450076060 -0.0056192752330335 0.6109596598194282  1.8849555818514487 399.9361386368460100
-0.0106498584476767 0.0109548291663627 359.9875547327943700 0.0008698679254801 29.9979369120762160 -0.0057850352980948 0.6109643654977665  1.8849555807479188 399.9306370053332100
-0.0116434034583007 0.0103827957913813 359.9856105997355900 -0.0000325914927578 29.9926829888101560 -0.0060679966287064 0.6109690791471271  1.8849555794710779 399.9247002623599800
-0.0091204836486812 0.0107214041433109 359.9817147625296300 -0.0010872185467650 29.9953834566595030 -0.0062879451413809 0.6109738000991370  1.8849555778194735 399.9199516867114400
-0.0073059552744078 0.0121603996146283 359.9845454490455300 -0.0016101543259956 29.9889096259179770 -0.0059914730778687 0.6109785123920134  1.8849555763856027 399.9159172357877300
-0.0076998240075219 0.0092703939904508 359.9872473071120000 -0.0022153013208596 29.9697709701355920 -0.0059885995491711 0.6109832099743578  1.8849555752136418 399.9118017027881800
-0.0076864839094661 0.0081664330827192 359.9882907069455800 -0.0026745627323348 29.9668393788090090 -0.0056852725539861 0.6109879229290709  1.8849555741168589 399.9075678875697100
-0.0053913444863714 0.0082537283414492 359.9848920948711000 -0.0035032559142285 29.9665838291746170 -0.0054390999715393 0.6109926389523898  1.8849555727161340 399.9045118035886000
-0.0050783895165486 0.0075993647466381 359.9849935634204000 -0.0042866067330585 29.9934965608946160 -0.0053708442125655 0.6109973876273692  1.8849555713092829 399.9017482131832800
-0.0065641857930415 0.0052948115526725 359.9840980236041900 -0.0053134318498950 29.9967234850874400 -0.0052050224934818 0.6110021103181287  1.8849555698405451 399.8981391006702200
-0.0063389357891638 0.0055020467726797 359.9848694401061400 -0.0063876771728292 30.0062801680240230 -0.0048802796477214 0.6110068417508476  1.8849555684316639 399.8946224255454400
-0.0061347121206201 0.0070267675298500 359.9828399051428400 -0.0075104412684635 29.9981866925371210 -0.0048595002228459 0.6110115515070559  1.8849555668214748 399.8913783953294700
-0.0028925923139220 0.0081467004010567 359.9804825546424400 -0.0080548129401167 29.9910308117521110 -0.0045890519305866 0.6110162615452162  1.8849555649298477 399.8896197012223900
-0.0006596617995225 0.0094925311614419 359.9803330900161300 -0.0083759356092817 29.9802522340472950 -0.0042729704805569 0.6110209662640557  1.8849555629978008 399.8889615972348100
0.0015860456317156 0.0089178085526386 359.9780787030555900 -0.0088229033891071 29.9917154649809560 -0.0037992692370756 0.6110257021752629  1.8849555608466630 399.8894464180010600
-0.0010664815317647 0.0081849141958184 359.9768603793288000 -0.0094716769768409 29.9926254439256400 -0.0034059199388468 0.6110304234757318  1.8849555586029383 399.8886273053630600
0.0009381053959450 0.0064967927166117 359.9767496979222900 -0.0103283368696493 29.9855048642673340 -0.0029384804142348 0.6110351325345487  1.8849555563862219 399.8888029321229300
0.0009529188773521 0.0040641472564559 359.9760312254291000 -0.0112363289858667 29.9813361420144910 -0.0027197913588229 0.6110398457781243  1.8849555540899583 399.8890907420632700
0.0016088086051228 0.0053226573659725 359.9761305767501700 -0.0122539948013844 29.9761380609861310 -0.0023669866213931 0.6110445568681336  1.8849555517974226 399.8896770091151900
0.0034846831157155 0.0042488352513812 359.9765388404678100 -0.0129990614864528 29.9749879173325480 -0.0019866066786972 0.6110492740385232  1.8849555495176789 399.8912355421385300
0.0047047632860029 0.0034375238987677 359.9743863208826700 -0.0142239131835493 29.9822129373014190 -0.0015159525471690 0.6110540047297509  1.8849555470507493 399.8933632680507900
0.0048536414211311 0.0041466530847110 359.9735040794460000 -0.0151606146278086 29.9972801708501680 -0.0010282148738413 0.6110587508429675  1.8849555444644701 399.8956108740237000
0.0048835809955810 0.0034956266450066 359.9713706231335100 -0.0161888674369344 29.9994897639992890 -0.0004123745588245 0.6110634761932660  1.8849555416896642 399.8978044273075100
0.0037620192411700 0.0047061775509764 359.9718555944308500 -0.0171243721753369 29.9958238816874820 -0.0002822463406969 0.6110681913331346  1.8849555389538974 399.8996791288454300
0.0060383322296648 0.0049147490952572 359.9716625830529900 -0.0177547610762992 29.9970084411905700 -0.0000653499455097 0.6110729150867936  1.8849555361626804 399.9026841034717000
0.0051874125344163 0.0043743530282941 359.9726099885288000 -0.0183876576855821 29.9770763254968170 0.0002798315654534 0.6110776002376731  1.8849555334888566 399.9051414806535800
0.0029620982834523 0.0060260969401862 359.9728741777126400 -0.0188866066052348 29.9730795833804890 0.0004296893688144 0.6110823118814396  1.8849555307936641 399.9065485424964700
0.0026669759131414 0.0031472723718514 359.9709113875935000 -0.0196554510067651 29.9683514707961120 0.0005362399156105 0.6110870214327246  1.8849555279506434 399.9078787198255300
0.0015794272032041 0.0039140535846743 359.9689254472255000 -0.0204883706824944 29.9791661163146270 0.0006591485001035 0.6110917608616381  1.8849555248846488 399.9086456206432000
0.0030936451133175 0.0062260541441144 359.9663160963122000 -0.0209621204670624 29.9824511091973380 0.0007789473793671 0.6110964863511608  1.8849555215425928 399.9101835482413800
0.0026135096728929 0.0069501015735833 359.9643156870890800 -0.0213507597386161 29.9868637930035220 0.0009468261101784 0.6111012144804485  1.8849555179823652 399.9114361022900000
0.0035123814404608 0.0066604425653112 359.9679936771548200 -0.0215166915540103 29.9736567632306470 0.0011595124637177 0.6111059064050075  1.8849555147971295 399.9131551596584600
0.0037419109929276 0.0066661114042946 359.9700660684428000 -0.0217386471686849 29.9778893578941460 0.0011903656732767 0.6111106338395080  1.8849555117971530 399.9150899073843000
0.0066217001957669 0.0061427752384252 359.9683984692054000 -0.0219835246811175 29.9851709943283820 0.0015019452863914 0.6111153696749457  1.8849555086325074 399.9183702416506200
0.0074954384504961 0.0071557698479688 359.9682308994988500 -0.0221826353115518 29.9924016535850060 0.0018506863984521 0.6111201065838305  1.8849555054370228 399.9221337164634600
0.0097568169768975 0.0067873344954870 359.9673198526206200 -0.0223245267628778 29.9824951922333230 0.0021155803844824 0.6111248061753745  1.8849555021778313 399.9270099323879300
0.0090237108389521 0.0066740562657874 359.9689063908915000 -0.0222598512565514 29.9879498480922810 0.0023524713733214 0.6111295401221167  1.8849554990254576 399.9316118026210900
0.0069083424893289 0.0056880264520877 359.9683502636631300 -0.0222997934161954 29.9857995490362190 0.0025804128823890 0.6111342567166110  1.8849554958459143 399.9350917518382300
0.0067629098074553 0.0046417515277173 359.9693939986257200 -0.0223705020163412 29.9847536950191260 0.0028343860242919 0.6111389746890205  1.8849554927681464 399.9385045987159500
0.0083560092686059 0.0045227184081565 359.9676845438062300 -0.0228929435178993 29.9787018995185650 0.0029885088510480 0.6111436812884962  1.8849554895614364 399.9427628011629800
0.0111042653721404 0.0008858060438406 359.9683001693237000 -0.0235392693022001 29.9753577338626190 0.0031650620397450 0.6111483943123733  1.8849554864478761 399.9484452078251000
0.0133236680134229 0.0006050788504868 359.9685504719245700 -0.0243579523955734 29.9776940611621190 0.0034028870624103 0.6111531212178433  1.8849554833433502 399.9552344199074700
0.0152311102506917 0.0004964711439812 359.9711288506782100 -0.0250185878007189 29.9692112442673740 0.0036674367859236 0.6111578227379544  1.8849554805041056 399.9630291074897200
0.0131931147211262 0.0030479018145287 359.9748373973506000 -0.0255369149783037 29.9739008417929720 0.0038735560704157 0.6111625568558944  1.8849554779778119 399.9698104630716700
0.0147603240180849 0.0014107189316158 359.9742403357541900 -0.0257863587850844 29.9761996084697490 0.0041953313977329 0.6111672850964022  1.8849554753842268 399.9773502236121800
0.0153285285897087 0.0035940484010491 359.9750311294636200 -0.0261022578006518 29.9801661319851010 0.0044127481926725 0.6111720183485510  1.8849554728577653 399.9852278009073500
0.0136315564667490 0.0057460037546822 359.9713941845093900 -0.0260265213029465 29.9798081319179560 0.0047431130583651 0.6111767401211503  1.8849554699476425 399.9922054076064300
0.0171708348301717 0.0084814984911680 359.9705077706976800 -0.0255621369247121 29.9851290677027830 0.0049321157350815 0.6111814779520165  1.8849554669036730 400.0010595208464100
0.0173222480979235 0.0069528466084988 359.9688028282949400 -0.0253022968185074 29.9891914019459950 0.0054150732676732 0.6111862137093137  1.8849554637258141 400.0098024456820000
0.0167590362214167 0.0049216524533120 359.9686720661485400 -0.0251761105658729 29.9883063667351310 0.0057450712256026 0.6111909362142608  1.8849554605534045 400.0183907672213200
0.0185052139682566 0.0052956493935696 359.9711536372329300 -0.0250267259628301 29.9772522376747010 0.0060279970342379 0.6111956300042249  1.8849554576383589 400.0278397502000900
0.0185234210164710 0.0041162735613968 359.9719303231424900 -0.0249184368609312 29.9823366580927550 0.0062122926939299 0.6112003686264932  1.8849554547901801 400.0373899248845100
0.0210124022836454 0.0024841062717258 359.9718305614196100 -0.0252151065497077 29.9802626268519500 0.0066790705718938 0.6112050883174047  1.8849554519668847 400.0481204071423300
0.0204852781754773 0.0009710418744708 359.9747004330012000 -0.0257733765214650 29.9824965883819630 0.0070919977954719 0.6112098205053900  1.8849554494571139 400.0586104002828200
0.0203103320260083 -0.0016590938400663 350.9813523346578600 -4.7149888581615151 29.6067532061825820 0.0073281233905639 0.6112145128608083  1.8849549994464503 400.0690443786490400
0.0205401116919505 -0.0068444251974347 341.9815460291395700 -9.2902104739688127 28.4960726467857910 0.0073473988934659 0.6112190731994929  1.8849536691897146 400.0797354926006100
0.0212572609337589 -0.0111510227564373 332.9805824588204400 -13.6405582050519190 26.6923877299794010 0.0070111434466106 0.6112234330629500  1.8849514713813893 400.0910132286452400
0.0205216054080764 -0.0152128963166209 323.9803306613826000 -17.6578038905628110 24.2329574764741690 0.0062635807152743 0.6112274662702660  1.8849484628501476 400.1021690672965300
