-0.0000000573 0.0000000279 0.0000000195 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0106956289 0.0114925437 0.0098066907 0.0076345681 0.0076345681 0.0076345681 0.0016984776 0.0016984519 0.0016984518 0.0000000000 0.0000000000 100.2212904327 0.0000000376 0.0000000376 0.0000000376 0.0000112890 0.0000112891 0.0000112891   22
-0.0000000415 0.0000000298 0.0000000208 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0107770808 0.0101725116 0.0097996248 0.0076363027 0.0076363027 0.0076363027 0.0016296746 0.0016296486 0.0016296485 0.0000000000 0.0000000000 100.2312302106 0.0000000376 0.0000000376 0.0000000376 0.0000098822 0.0000098822 0.0000098822   23
-0.0000000415 0.0000000317 0.0000000221 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0108533914 0.0101105819 0.0097945278 0.0076381126 0.0076381126 0.0076381126 0.0015662200 0.0015661939 0.0015661938 0.0000000000 0.0000000000 100.2411749976 0.0000000376 0.0000000376 0.0000000376 0.0000086999 0.0000086999 0.0000086999   24
-0.0000000582 0.0000000338 0.0000000236 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0109326934 0.0111673810 0.0097921284 0.0076399976 0.0076399976 0.0076399976 0.0015075172 0.0015074909 0.0015074908 0.0000000000 0.0000000000 100.2511241956 0.0000000376 0.0000000376 0.0000000376 0.0000076991 0.0000076991 0.0000076991   25
-0.0000000645 0.0000000359 0.0000000250 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0110073223 0.0114940275 0.0097923078 0.0076419579 0.0076419579 0.0076419579 0.0014530544 0.0014530278 0.0014530277 0.0000000000 0.0000000000 100.2610772977 0.0000000376 0.0000000376 0.0000000376 0.0000068463 0.0000068463 0.0000068463   26
-0.0000000626 0.0000000381 0.0000000266 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0110857171 0.0113348786 0.0097782821 0.0076439934 0.0076439934 0.0076439934 0.0014023903 0.0014023636 0.0014023635 0.0000000000 0.0000000000 100.2710338717 0.0000000376 0.0000000376 0.0000000376 0.0000061151 0.0000061151 0.0000061151   27
-0.0000000697 0.0000000401 0.0000000280 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0111407250 0.0116620617 0.0097597198 0.0076461041 0.0076461041 0.0076461041 0.0013551428 0.0013551159 0.0013551158 0.0000000000 0.0000000000 100.2809935467 0.0000000376 0.0000000376 0.0000000376 0.0000054845 0.0000054846 0.0000054846   28
-0.0000000906 0.0000000417 0.0000000291 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0111751631 0.0126329214 0.0097441335 0.0076482900 0.0076482900 0.0076482900 0.0013109789 0.0013109519 0.0013109518 0.0000000000 0.0000000000 100.2909560028 0.0000000376 0.0000000376 0.0000000376 0.0000049379 0.0000049379 0.0000049379   29
-0.0000000930 0.0000000431 0.0000000301 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112005668 0.0126990696 0.0097318090 0.0076505511 0.0076505511 0.0076505511 0.0012696077 0.0012695805 0.0012695804 0.0000000000 0.0000000000 100.3009209625 0.0000000376 0.0000000376 0.0000000376 0.0000044617 0.0000044617 0.0000044617   30
-0.0000000920 0.0000000447 0.0000000312 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112309585 0.0126101554 0.0097137134 0.0076528875 0.0076528875 0.0076528875 0.0012307732 0.0012307459 0.0012307458 0.0000000000 0.0000000000 100.3108881842 0.0000000376 0.0000000376 0.0000000376 0.0000040449 0.0000040449 0.0000040449   31
-0.0000000582 0.0000000462 0.0000000322 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112553730 0.0112258593 0.0096961285 0.0076552990 0.0076552990 0.0076552990 0.0011942500 0.0011942226 0.0011942225 0.0000000000 0.0000000000 100.3208574561 0.0000000376 0.0000000376 0.0000000376 0.0000036786 0.0000036786 0.0000036786   32
-0.0000000546 0.0000000476 0.0000000332 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112737511 0.0110598521 0.0096854089 0.0076577858 0.0076577858 0.0076577858 0.0011598386 0.0011598110 0.0011598109 0.0000000000 0.0000000000 100.3308285922 0.0000000376 0.0000000376 0.0000000376 0.0000033552 0.0000033553 0.0000033553   33
-0.0000000428 0.0000000488 0.0000000340 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112829455 0.0106147800 0.0096765221 0.0076603478 0.0076603478 0.0076603478 0.0011273614 0.0011273337 0.0011273336 0.0000000000 0.0000000000 100.3408014282 0.0000000376 0.0000000376 0.0000000376 0.0000030688 0.0000030688 0.0000030688   34
-0.0000000542 0.0000000499 0.0000000348 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112904240 0.0109628122 0.0096677085 0.0076629850 0.0076629850 0.0076629850 0.0010966606 0.0010966327 0.0010966326 0.0000000000 0.0000000000 100.3507758188 0.0000000376 0.0000000376 0.0000000376 0.0000028142 0.0000028142 0.0000028142   35
-0.0000000640 0.0000000511 0.0000000357 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113009708 0.0112415165 0.0096522080 0.0076656974 0.0076656974 0.0076656974 0.0010675947 0.0010675667 0.0010675666 0.0000000000 0.0000000000 100.3607516345 0.0000000376 0.0000000376 0.0000000376 0.0000025870 0.0000025870 0.0000025870   36
-0.0000000780 0.0000000524 0.0000000365 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113095975 0.0116265540 0.0096335286 0.0076684850 0.0076684850 0.0076684850 0.0010400369 0.0010400088 0.0010400088 0.0000000000 0.0000000000 100.3707287599 0.0000000376 0.0000000376 0.0000000376 0.0000023837 0.0000023837 0.0000023837   37
-0.0000000590 0.0000000537 0.0000000374 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113222283 0.0110707407 0.0096125702 0.0076713478 0.0076713478 0.0076713478 0.0010138733 0.0010138452 0.0010138451 0.0000000000 0.0000000000 100.3807070917 0.0000000376 0.0000000376 0.0000000376 0.0000022012 0.0000022012 0.0000022012   38
-0.0000000565 0.0000000550 0.0000000384 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113336070 0.0109800589 0.0096003871 0.0076742859 0.0076742859 0.0076742859 0.0009890011 0.0009889729 0.0009889728 0.0000000000 0.0000000000 100.3906865372 0.0000000376 0.0000000376 0.0000000376 0.0000020369 0.0000020370 0.0000020370   39
-0.0000000663 0.0000000562 0.0000000392 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113407356 0.0112058937 0.0095865105 0.0076772991 0.0076772991 0.0076772991 0.0009653273 0.0009652989 0.0009652989 0.0000000000 0.0000000000 100.4006670128 0.0000000376 0.0000000376 0.0000000376 0.0000018887 0.0000018887 0.0000018887   40
-0.0000000709 0.0000000573 0.0000000400 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113456236 0.0112924684 0.0095741254 0.0076803876 0.0076803876 0.0076803876 0.0009427676 0.0009427392 0.0009427391 0.0000000000 0.0000000000 100.4106484434 0.0000000376 0.0000000376 0.0000000376 0.0000017545 0.0000017545 0.0000017545   41
-0.0000000769 0.0000000583 0.0000000406 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113462997 0.0114088428 0.0095623897 0.0076835513 0.0076835513 0.0076835513 0.0009212455 0.0009212170 0.0009212169 0.0000000000 0.0000000000 100.4206307608 0.0000000376 0.0000000376 0.0000000376 0.0000016328 0.0000016328 0.0000016328   42
-0.0000000760 0.0000000591 0.0000000412 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113438043 0.0113697200 0.0095491021 0.0076867902 0.0076867902 0.0076867902 0.0009006912 0.0009006626 0.0009006625 0.0000000000 0.0000000000 100.4306139030 0.0000000376 0.0000000376 0.0000000376 0.0000015221 0.0000015221 0.0000015221   43
-0.0000000614 0.0000000599 0.0000000417 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113415226 0.0110493615 0.0095358259 0.0076901043 0.0076901043 0.0076901043 0.0008810412 0.0008810125 0.0008810125 0.0000000000 0.0000000000 100.4405978141 0.0000000376 0.0000000376 0.0000000376 0.0000014213 0.0000014213 0.0000014213   44
-0.0000000325 0.0000000606 0.0000000422 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113382956 0.0104606628 0.0095244086 0.0076934937 0.0076934937 0.0076934937 0.0008622373 0.0008622086 0.0008622085 0.0000000000 0.0000000000 100.4505824426 0.0000000376 0.0000000376 0.0000000376 0.0000013292 0.0000013292 0.0000013292   45
-0.0000000267 0.0000000613 0.0000000427 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113348373 0.0103356845 0.0095153874 0.0076969582 0.0076969582 0.0076969582 0.0008442262 0.0008441974 0.0008441973 0.0000000000 0.0000000000 100.4605677419 0.0000000376 0.0000000376 0.0000000376 0.0000012449 0.0000012449 0.0000012449   46
-0.0000000315 0.0000000618 0.0000000431 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113277764 0.0104073622 0.0095088739 0.0077004980 0.0077004980 0.0077004980 0.0008269591 0.0008269301 0.0008269300 0.0000000000 0.0000000000 100.4705536692 0.0000000376 0.0000000376 0.0000000376 0.0000011676 0.0000011676 0.0000011676   47
-0.0000000271 0.0000000623 0.0000000434 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113197928 0.0103165936 0.0094999075 0.0077041129 0.0077041130 0.0077041130 0.0008103908 0.0008103618 0.0008103617 0.0000000000 0.0000000000 100.4805401853 0.0000000376 0.0000000376 0.0000000376 0.0000010967 0.0000010967 0.0000010967   48
-0.0000000614 0.0000000625 0.0000000436 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0113080851 0.0108727647 0.0094935215 0.0077078031 0.0077078032 0.0077078032 0.0007944801 0.0007944511 0.0007944510 0.0000000000 0.0000000000 100.4905272541 0.0000000376 0.0000000376 0.0000000376 0.0000010314 0.0000010314 0.0000010314   49
-0.0000000662 0.0000000627 0.0000000437 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112959805 0.0109344941 0.0094906895 0.0077115685 0.0077115686 0.0077115686 0.0007791887 0.0007791596 0.0007791595 0.0000000000 0.0000000000 100.5005148424 0.0000000376 0.0000000376 0.0000000376 0.0000009712 0.0000009712 0.0000009712   50
-0.0000000724 0.0000000629 0.0000000438 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112849460 0.0110163149 0.0094886118 0.0077154091 0.0077154092 0.0077154092 0.0007644813 0.0007644521 0.0007644520 0.0000000000 0.0000000000 100.5105029198 0.0000000376 0.0000000376 0.0000000376 0.0000009156 0.0000009156 0.0000009156   51
-0.0000000480 0.0000000631 0.0000000439 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112756192 0.0106447253 0.0094882141 0.0077193250 0.0077193250 0.0077193250 0.0007503252 0.0007502960 0.0007502959 0.0000000000 0.0000000000 100.5204914579 0.0000000376 0.0000000376 0.0000000376 0.0000008642 0.0000008642 0.0000008642   52
-0.0000000393 0.0000000635 0.0000000442 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112682979 0.0105091202 0.0094863141 0.0077233160 0.0077233161 0.0077233161 0.0007366902 0.0007366609 0.0007366608 0.0000000000 0.0000000000 100.5304804309 0.0000000376 0.0000000376 0.0000000376 0.0000008166 0.0000008166 0.0000008166   53
-0.0000000284 0.0000000640 0.0000000445 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112627562 0.0103497096 0.0094853959 0.0077273822 0.0077273823 0.0077273823 0.0007235481 0.0007235188 0.0007235187 0.0000000000 0.0000000000 100.5404698145 0.0000000376 0.0000000376 0.0000000376 0.0000007725 0.0000007725 0.0000007725   54
-0.0000000545 0.0000000641 0.0000000446 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112521293 0.0106804536 0.0094840229 0.0077315237 0.0077315238 0.0077315238 0.0007108728 0.0007108435 0.0007108433 0.0000000000 0.0000000000 100.5504595863 0.0000000376 0.0000000376 0.0000000376 0.0000007315 0.0000007315 0.0000007315   55
-0.0000000429 0.0000000640 0.0000000446 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112401040 0.0105234798 0.0094824822 0.0077357404 0.0077357405 0.0077357405 0.0006986400 0.0006986106 0.0006986105 0.0000000000 0.0000000000 100.5604497255 0.0000000376 0.0000000376 0.0000000376 0.0000006933 0.0000006933 0.0000006934   56
-0.0000000236 0.0000000641 0.0000000446 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112299176 0.0102772343 0.0094786390 0.0077400323 0.0077400324 0.0077400324 0.0006868271 0.0006867976 0.0006867975 0.0000000000 0.0000000000 100.5704402129 0.0000000376 0.0000000376 0.0000000376 0.0000006578 0.0000006578 0.0000006578   57
-0.0000000043 0.0000000641 0.0000000446 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112198889 0.0100405379 0.0094747225 0.0077443994 0.0077443995 0.0077443995 0.0006754128 0.0006753834 0.0006753832 0.0000000000 0.0000000000 100.5804310303 0.0000000376 0.0000000376 0.0000000376 0.0000006247 0.0000006247 0.0000006247   58
-0.0000000235 0.0000000641 0.0000000447 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0112099747 0.0102494835 0.0094693423 0.0077488417 0.0077488418 0.0077488418 0.0006643776 0.0006643481 0.0006643479 0.0000000000 0.0000000000 100.5904221610 0.0000000376 0.0000000376 0.0000000376 0.0000005938 0.0000005938 0.0000005938   59
-0.0000000067 0.0000000641 0.0000000446 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0111998103 0.0100560901 0.0094651689 0.0077533592 0.0077533594 0.0077533594 0.0006537028 0.0006536733 0.0006536731 0.0000000000 0.0000000000 100.6004135895 0.0000000376 0.0000000376 0.0000000376 0.0000005650 0.0000005650 0.0000005650   60
-0.0000000082 0.0000000641 0.0000000446 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0111900447 0.0100629609 0.0094634342 0.0077579520 0.0077579521 0.0077579521 0.0006433713 0.0006433417 0.0006433416 0.0000000000 0.0000000000 100.6104053009 0.0000000376 0.0000000376 0.0000000376 0.0000005379 0.0000005379 0.0000005379   61
-0.0000000079 0.0000000640 0.0000000445 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0111796179 0.0100523021 0.0094622999 0.0077626200 0.0077626201 0.0077626201 0.0006333669 0.0006333372 0.0006333371 0.0000000000 0.0000000000 100.6203972816 0.0000000376 0.0000000376 0.0000000376 0.0000005126 0.0000005126 0.0000005126   62
-0.0000000189 0.0000000639 0.0000000445 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0111698887 0.0101533080 0.0094601363 0.0077673631 0.0077673633 0.0077673633 0.0006236742 0.0006236446 0.0006236444 0.0000000000 0.0000000000 100.6303895189 0.0000000376 0.0000000376 0.0000000376 0.0000004889 0.0000004889 0.0000004889   63
-0.0000000225 0.0000000637 0.0000000443 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0111591092 0.0101798352 0.0094560942 0.0077721815 0.0077721817 0.0077721817 0.0006142792 0.0006142495 0.0006142493 0.0000000000 0.0000000000 100.6403820006 0.0000000376 0.0000000376 0.0000000376 0.0000004666 0.0000004666 0.0000004666   64
-0.0000000116 0.0000000633 0.0000000441 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0111475192 0.0100706955 0.0094507748 0.0077770751 0.0077770753 0.0077770753 0.0006051683 0.0006051386 0.0006051384 0.0000000000 0.0000000000 100.6503747154 0.0000000376 0.0000000376 0.0000000376 0.0000004457 0.0000004457 0.0000004457   65
